,Brand,Model,Model_year,Transmission,Engine_size(cc),Drivetrain,Fuel_type,Lot_no,Kilometer,Price
1860,Tata,indica,2012, Manual,1400,2, Diesel,10,13000,1230000
1861,Tata,nano,2011, Manual,624,2, Petrol,9,40000,400000
1864,Tata,indica,2010, Manual,1500,2, Petrol,7,40000,1350000
1865,Tata,nano,2011, Manual,624,2, Petrol,9,25000,400000
1867,Tata,safari,2014, Manual,2200,4, Diesel,12,20000,3600000
1868,Tata,manza,2013, Manual,1495,2, Petrol,11,25000,2450000
1874,Tata,indica,2010, Manual,1400,2, Petrol,8,35000,800000
1875,Tata,indica,2009, Manual,1400,2, Petrol,7,45000,875000
1876,Tata,indica,2010, Manual,1500,2, Diesel,8,40000,1350000
1877,Tata,nano,2012, Manual,624,2, Petrol,10,23000,475000
1878,Tata,indica,2010, Manual,1248,2, Diesel,8,30000,1550000
1880,Tata,indica,2002, Manual,1405,2, Petrol,4,76000,565000
1884,Tata,indica,2002, Manual,1405,4, Petrol,4,22606,437000
1885,Tata,indica,2002, Manual,1405,2, Petrol,4,75000,645000
1886,Tata,sumo,2011, Manual,2523,2, Diesel,13,35000,1675000
1887,Tata,indica,2010, Manual,1400,2, Petrol,8,19000,775000
1889,Tata,sumo,2013, Manual,2997,2, Diesel,10,50000,2300000
1890,Tata,indica,2010, Manual,1248,2, Diesel,8,36000,1300000
1891,Tata,ace,2014, Manual,1405,2, Diesel,12,11000,1400000
1893,Tata,venture,2012, Manual,1400,2, Diesel,10,32000,1400000
1894,Tata,nano,2011, Manual,650,2, Petrol,9,6000,675000
1895,Tata,nano,2011, Manual,624,2, Petrol,9,21000,475000
1896,Tata,indica,2007, Manual,1405,2, Diesel,5,43000,770000
1897,Tata,indica,2010, Manual,1300,2, Diesel,7,35265,1200000
1898,Tata,sumo,2006, Manual,2000,2, Diesel,5,60000,1250000
1899,Tata,indica,2003, Manual,1405,2, Petrol,5,31059,800000
1900,Tata,indica,2007, Manual,1405,2, Diesel,6,73060,700000
1901,Tata,indigo,2010, Manual,1000,2, Petrol,12,15000,200000
1902,Tata,indica,2002, Manual,1450,2, Diesel,4,60000,380000
1903,Tata,sumo,2008, Manual,2000,2, Diesel,6,55000,1300000
1905,Tata,indica,2010, Manual,1500,2, Diesel,10,40000,1350000
1906,Tata,indica,2007, Manual,1405,2, Diesel,5,38000,700000
1907,Tata,indica,2005, Manual,1405,2, Diesel,5,72300,610000
1908,Tata,sumo,2012, Manual,3000,2, Diesel,10,25000,2250000
1909,Tata,nano,2011, Manual,650,2, Petrol,9,31000,575000
1910,Tata,grande,2010, Manual,2200,2, Diesel,8,65000,1800000
1913,Tata,safari,2007, Manual,2900,2, Diesel,6,80000,2200000
1914,Tata,nano,2012, Manual,624,2, Petrol,10,20000,525000
1915,Tata,grande,2008, Manual,2500,2, Diesel,6,100000,1650000
1916,Tata,indigo,2009, Manual,1405,2, Petrol,7,35000,1050000
1917,Tata,sumo,2010, Manual,1948,2, Diesel,8,64000,1575000
1918,Tata,manza,2013, Manual,1300,2, Diesel,11,15000,2450000
1919,Tata,indica,2001, Manual,1400,2, Diesel,3,58000,450000
1921,Tata,indica,2011, Manual,1500,2, Diesel,9,32000,1125000
1922,Tata,indica,2007, Manual,1396,2, Petrol,5,70000,850000
1923,Tata,safari,2014, Manual,2200,2, Diesel,11,6500,3650000
1924,Tata,manza,2014, Manual,1495,2, Petrol,11,15000,2450000
1926,Tata,indigo,2003, Manual,1400,2, Diesel,4,92000,650000
1927,Tata,indica,2005, Manual,1405,2, Diesel,4,69000,725000
1928,Tata,indica,2005, Manual,1396,2, Diesel,5,75000,700000
1930,Tata,indica,2001, Automatic,1405,2, Petrol,2,70000,480000
1931,Tata,sumo,2008, Manual,1900,2, Diesel,2,100000,1400000
1933,Tata,indica,2003, Manual,1400,2, Diesel,4,54000,595000
1934,Tata,indica,2011, Manual,1385,2, Petrol,11,11000,1600000
1935,Tata,indica,2007, Manual,1400,2, Diesel,5,67000,725000
1938,Toyota,corolla,2007, Manual,1597,2, Petrol,6,85000,2250000
1939,Toyota,fortuner,2015, Manual,3000,4, Diesel,14,37000,11500000
1940,Toyota,fortuner,2009, Manual,3000,4, Diesel,17,58000,6775000
1941,Toyota,corolla,2007, Manual,1600,2, Petrol,6,42000,2600000
1942,Toyota,fortuner,2009, Manual,3000,4, Diesel,7,78000,6550000
1943,Toyota,fortuner,2018, Manual,2600,4, Petrol,19,500000,6500000
1945,Toyota,fortuner,2010, Manual,2897,4, Diesel,9,92314,6500000
1946,Toyota,corolla,2012, Manual,1600,4, Petrol,11,35000,3500000
1947,Toyota,hilux,2015, Manual,3000,4, Diesel,13,37000,6700000
1949,Toyota,corolla,2008, Manual,1500,2, Petrol,6,52000,2850000
1951,Toyota,cruiser,1997, Manual,2800,4, Diesel,3,98000,3300000
1953,Toyota,corolla,2010, Manual,1200,2, Petrol,8,40000,3700000
1954,Toyota,corolla,1996, Manual,1500,2, Petrol,3,109721,700000
1955,Toyota,etios,2014, Manual,1500,2, Petrol,12,7000,2700000
1958,Toyota,echo,2001, Manual,1300,2, Petrol,3,72000,925000
1959,Toyota,avanza,2010, Manual,1298,2, Petrol,8,50000,2400000
1960,Toyota,corolla,1996, Manual,1500,2, Petrol,3,109725,700000
1962,Toyota,etios,2013, Manual,1500,2, Petrol,11,31000,2400000
1963,Toyota,hilux,2011, Manual,2494,4, Diesel,9,65000,5045000
1965,Toyota,corolla,2008, Manual,1600,2, Petrol,8,42000,3225000
1967,Toyota,corolla,2007, Manual,1600,2, Petrol,6,42000,2650000
1968,Toyota,camry,1992, Manual,2000,2, Diesel,3,180000,1500000
1969,Toyota,corolla,2008, Manual,1600,2, Petrol,6,37000,3150000
1971,Toyota,corolla,2007, Manual,1600,2, Petrol,6,38000,2900000
1974,Toyota,corolla,2006, Manual,1600,2, Petrol,6,53000,2975000
1975,Toyota,cruiser,1997, Manual,2800,4, Diesel,3,94000,3500000
1978,Toyota,echo,2000, Manual,1300,2, Petrol,4,70000,1000000
1980,Toyota,corolla,2007, Manual,1600,2, Petrol,6,38000,2900000
1981,Toyota,camry,2007, Automatic,2200,2, Petrol,8,12601,240000
1982,Toyota,echo,2001, Manual,1300,2, Petrol,8,60000,1150000
1983,Toyota,corolla,2009, Manual,1600,2, Petrol,7,64000,3400000
1984,Toyota,corolla,1992, Automatic,1500,2, Petrol,2,150,625000
1986,Toyota,echo,2002, Manual,1300,2, Petrol,3,69000,1075000
1987,Toyota,corolla,2010, Manual,1596,2, Petrol,8,33000,4275000
1988,Toyota,hilux,2009, Manual,2494,4, Diesel,7,55000,3900000
1989,Toyota,corolla,1996, Manual,1500,2, Petrol,3,75000,725000
1992,Toyota,hilux,2012, Manual,2500,4, Diesel,9,92000,5000000
1993,Toyota,corona,1995, Automatic,1600,2, Petrol,4,150000,700000
1997,Toyota,hilux,2010, Manual,2500,4, Diesel,8,59000,4400000
1998,Toyota,avanza,2011, Manual,1300,2, Petrol,14,50000,2450000
1999,Toyota,corolla,2007, Manual,1600,2, Petrol,6,40000,2750000
2000,Toyota,cruiser,1989, Manual,2800,4, Diesel,2,97800,455000
2003,Toyota,corolla,2010, Manual,1200,2, Petrol,8,45000,3850000
2005,Toyota,etios,2013, Manual,1500,2, Petrol,12,13000,3000000
2006,Toyota,corolla,2003, Manual,1500,2, Petrol,4,70000,1550000
2007,Toyota,echo,2001, Manual,1300,2, Petrol,3,70000,1050000
2008,Toyota,hilux,2012, Manual,2494,4, Diesel,9,51000,5500000
2012,Toyota,corolla,2007, Manual,1498,2, Petrol,5,40500,2475000
2013,Toyota,prado,2007, Manual,2982,4, Diesel,6,81000,9000000
2014,Toyota,avanza,2012, Manual,1298,2, Petrol,10,38000,3500000
2015,Toyota,corolla,2007, Manual,1600,2, Petrol,6,29000,2825000
2018,Toyota,hilux,2012, Manual,2500,4, Diesel,9,32000,5275000
2020,Toyota,corolla,2010, Manual,1598,2, Petrol,8,33000,4275000
2021,Toyota,avanza,2012, Manual,1298,2, Petrol,10,45000,3500000
2022,Toyota,corolla,2007, Manual,1600,2, Petrol,6,29000,2825000
2023,Toyota,cruiser,1998, Manual,4200,4, Diesel,2,105700,5300000
2024,Toyota,fortuner,2012, Manual,3000,4, Diesel,10,39000,9100000
2025,Toyota,hilux,2010, Manual,2500,4, Diesel,7,9000,250000
2026,Toyota,corolla,2006, Manual,1500,2, Petrol,5,70000,2100000
2027,Toyota,corolla,2006, Manual,1500,2, Petrol,5,69000,2300000
2028,Toyota,echo,2002, Manual,1300,2, Petrol,4,50000,1125000
2031,Toyota,hilux,2007, Manual,2523,4, Diesel,6,44000,3400000
2033,Toyota,prado,2008, Manual,2986,4, Diesel,6,60000,9500000
2036,Toyota,corolla,2008, Manual,1600,2, Petrol,6,37200,3250000
2037,Toyota,corolla,2008, Manual,1600,2, Petrol,6,33000,3400000
2039,Toyota,hilux,2008, Manual,2523,4, Diesel,6,56000,3450000
2040,Toyota,avanza,2006, Manual,1300,2, Petrol,5,67000,2175000
2043,Toyota,cruiser,2002, Manual,4200,4, Diesel,5,68000,16800000
2046,Toyota,hilux,2010, Manual,2800,2, Petrol,9,41000,4200000
2047,Toyota,echo,2004, Manual,1300,2, Petrol,5,45000,1400000
2048,Toyota,hilux,2012, Manual,2523,4, Petrol,9,52000,4850000
2049,Toyota,prado,2007, Manual,2800,4, Diesel,6,45000,9500000
2053,Toyota,corolla,2007, Manual,1600,2, Petrol,5,70000,2850000
2055,Toyota,echo,2000, Manual,1300,2, Petrol,3,60000,1050000
2058,Toyota,prado,2015, Automatic,2900,4, Diesel,13,369,20000000
2059,Toyota,camry,2011, Automatic,2200,2, Diesel,8,23000,4600000
2060,Toyota,etios,2015, Manual,1500,2, Petrol,13,8000,3150000
2064,Toyota,hilux,2012, Manual,2494,4, Diesel,10,29000,5150000
2066,Toyota,cruiser,2010, Automatic,4400,4, Diesel,9,25000,18975000
2067,Toyota,hilux,2009, Manual,2523,4, Diesel,7,45000,3675000
2069,Toyota,hilux,2009, Manual,2523,4, Petrol,7,58000,3675000
2070,Toyota,hilux,2008, Manual,2523,4, Diesel,6,55000,3400000
2072,Toyota,avanza,2011, Manual,1300,2, Petrol,9,23000,3200000
2073,Toyota,corolla,2008, Manual,1600,2, Petrol,6,44000,2950000
2074,Toyota,hilux,2010, Manual,2000,4, Diesel,8,60000,4075000
2075,Toyota,corolla,1991, Manual,1600,2, Petrol,2,120000,390000
2076,Toyota,corolla,2010, Manual,1600,2, Petrol,8,40000,4150000
2077,Toyota,avanza,2010, Manual,1300,2, Petrol,8,45000,2500000
2082,Toyota,etios,2013, Manual,1496,2, Petrol,12,8800,2950000
2083,Toyota,avanza,2014, Manual,1298,2, Petrol,1,9000,4800000
2084,Toyota,corolla,2007, Manual,1600,2, Petrol,6,35000,2825000
2086,Toyota,corolla,2007, Manual,1500,2, Petrol,6,80000,2450000
2087,Toyota,avanza,2011, Manual,1500,2, Petrol,11,28000,2875000
2088,Toyota,corolla,1999, Manual,1300,2, Petrol,3,90000,1050000
2089,Toyota,corolla,2011, Manual,1600,2, Petrol,9,34000,4650000
2090,Toyota,echo,2000, Manual,1299,2, Petrol,3,84000,1125000
2094,Toyota,corolla,1989, Manual,1500,2, Petrol,1,118511,475000
2095,Toyota,prado,1998, Manual,3000,2, Diesel,1,50000,4500000
2096,Toyota,corolla,2007, Manual,1600,2, Petrol,6,55145,3150000
2097,Toyota,cruiser,1986, Manual,2600,2, Diesel,3,200000,700000
2098,Toyota,prado,1997, Manual,2800,4, Diesel,12,200000,3500000
2099,Toyota,echo,2003, Manual,1300,2, Petrol,5,60000,1475000
2100,Toyota,hiace,2007, Manual,3000,2, Diesel,2,515175,4300000
2101,Toyota,corolla,1990, Manual,1500,2, Petrol,2,100000,450000
2104,Toyota,echo,2003, Manual,1300,2, Petrol,5,90000,1150000
2105,Toyota,hilux,2010, Manual,2500,4, Petrol,8,58000,4100000
2106,Toyota,corolla,1990, Manual,2000,2, Diesel,2,90000,650000
2107,Toyota,cruiser,1994, Manual,2800,4, Diesel,2,100000,2500000
2108,Toyota,prado,1999, Manual,2800,4, Petrol,2,100000,4000000
2109,Toyota,corolla,2008, Manual,1600,2, Petrol,6,32000,3200000
2110,Toyota,corolla,2008, Manual,1600,2, Petrol,8,35000,3400000
2111,Toyota,prado,1997, Manual,2800,4, Diesel,2,200000,3400000
2112,Toyota,cruiser,2002, Manual,3000,4, Diesel,10,93000,5800000
2113,Toyota,corolla,2008, Manual,1600,2, Petrol,6,40000,2500000
2114,Toyota,corolla,2009, Automatic,1600,2, Petrol,9,30500,4150000
2115,Toyota,corolla,2003, Manual,1500,2, Petrol,5,104000,1700000
2116,Toyota,hilux,2011, Manual,2500,2, Petrol,1,55000,4600000
2118,Toyota,corolla,1987, Manual,1500,2, Petrol,2,120000,450000
2119,Toyota,cruiser,1999, Manual,2800,4, Diesel,1,101800,4400000
2120,Toyota,cruiser,2008, Manual,2982,4, Diesel,8,40000,17000000
2121,Toyota,corolla,2008, Manual,1600,2, Petrol,8,31900,3550000
2124,Toyota,cruiser,2002, Manual,4200,4, Diesel,11,67218,9699000
2126,Toyota,corolla,1987, Manual,1200,2, Petrol,1,50000,425000
2127,Toyota,hiace,2002, Manual,3000,2, Diesel,11,65000,2950000
2131,Volkswagen,polo,2014, Manual,1598,2, Petrol,12,32000,2075000
2132,Volkswagen,tiguan,2014, Manual,2000,4, Petrol,12,52000,6500000
2134,Volkswagen,polo,2011, Manual,1600,2, Petrol,9,11331,2200000
2135,Volkswagen,polo,2015, Manual,1600,2, Petrol,13,27000,2500000
2136,Volkswagen,beetle,2010, Manual,1600,2, Petrol,8,30000,3000000
2137,Volkswagen,polo,2011, Manual,1600,2, Petrol,9,35000,2000000
2138,Volkswagen,polo,2011, Manual,1600,2, Petrol,9,40000,2025000
2139,Volkswagen,tiguan,2010, Manual,2000,4, Petrol,8,43000,4100000
2140,Volkswagen,polo,2011, Manual,1600,2, Petrol,9,51000,1725000
2141,Volkswagen,tiguan,2010, Manual,2000,2, Petrol,8,43000,4750000
2142,Volkswagen,polo,2015, Manual,1600,2, Petrol,13,27000,2500000
2143,Volkswagen,polo,2015, Manual,1600,2, Petrol,13,35000,2650000
2144,Volkswagen,tiguan,2010, Automatic,2000,4, Diesel,8,47000,6100000
2145,Volkswagen,polo,2011, Manual,1600,2, Petrol,9,26876,2025000
2146,Volkswagen,vento,2015, Manual,1600,2, Petrol,13,10800,3450000
2147,Volkswagen,vento,2013, Manual,1600,2, Petrol,10,27000,2800000
2148,Volkswagen,polo,2013, Manual,1600,2, Petrol,11,28000,2350000
2149,Volkswagen,vento,2013, Manual,1598,2, Petrol,10,15000,3480000
2151,Volkswagen,polo,2012, Manual,1600,2, Petrol,10,25000,2350000
2152,Volkswagen,polo,2011, Manual,1600,2, Petrol,8,32000,1975000
2153,Volkswagen,vento,2013, Manual,1600,2, Petrol,11,43000,2800000
2154,Volkswagen,tiguan,2011, Manual,1984,4, Petrol,9,35000,5350000
2155,Volkswagen,polo,2013, Manual,1600,2, Petrol,10,23000,2450000
2156,Volkswagen,polo,2013, Manual,1200,2, Petrol,11,25000,2150000
2158,Volkswagen,polo,2011, Manual,1598,2, Petrol,9,58382,2000000
2159,Volkswagen,polo,2011, Manual,1600,2, Petrol,9,21000,1950000
2160,Volkswagen,polo,2014, Manual,1200,2, Petrol,12,13000,2350000
2161,Volkswagen,polo,2011, Manual,1598,2, Petrol,9,27000,2125000
2162,Volkswagen,tiguan,2010, Automatic,1968,4, Diesel,8,41500,6350000
2164,Volkswagen,polo,2012, Manual,1200,2, Petrol,10,25000,2100000
2165,Volkswagen,tiguan,2010, Manual,1984,2, Petrol,8,49000,4800000
2166,Volkswagen,vento,2012, Manual,1600,2, Petrol,10,50000,2450000
2167,Volkswagen,touareg,2010, Automatic,3000,4, Diesel,8,52000,8050000
2168,Volkswagen,polo,2013, Manual,1600,2, Petrol,12,24000,2650000
2170,Volkswagen,polo,2013, Manual,1200,2, Petrol,11,30000,2550000
2171,Volkswagen,polo,2011, Manual,1600,2, Petrol,9,28000,2250000
2172,Volkswagen,polo,2012, Manual,1200,2, Petrol,10,23000,1850000
2173,Volkswagen,touareg,2010, Automatic,2400,4, Diesel,8,38000,10000000
2174,Volkswagen,polo,2011, Manual,1600,2, Petrol,9,24324,2400000
2175,Volkswagen,polo,2014, Manual,1200,2, Petrol,12,10000,2650000
2176,Volkswagen,polo,2013, Manual,1200,2, Petrol,11,24000,2475000
2177,Volkswagen,tiguan,2011, Manual,2000,4, Petrol,9,30000,5500000
2179,Volkswagen,beetle,2010, Manual,1600,2, Petrol,8,19000,3800000
2182,Volkswagen,tiguan,2013, Manual,2000,4, Petrol,11,20000,7450000
2183,Volkswagen,polo,2011, Manual,1600,2, Petrol,11,36000,2100000
2185,Volkswagen,vento,2012, Manual,1600,2, Petrol,10,23000,3000000
2186,Volkswagen,polo,2013, Manual,1198,2, Petrol,11,22000,2100000
2187,Volkswagen,passat,2010, Manual,1800,2, Petrol,8,12000,5650000
2189,Volkswagen,polo,2012, Manual,1599,2, Petrol,10,21000,2450000
2191,Volkswagen,tiguan,2011, Manual,2000,4, Petrol,9,48000,5700000
2192,Volkswagen,polo,2011, Manual,1600,2, Petrol,9,19000,2350000
2193,Volkswagen,polo,2011, Manual,1200,2, Petrol,11,17000,2100000
2194,Volkswagen,tiguan,2010, Manual,2000,4, Petrol,8,30000,5250000
2195,Volkswagen,polo,2014, Manual,1200,2, Petrol,12,14000,2550000
2197,Volkswagen,polo,2012, Manual,1198,2, Petrol,10,17000,2050000
2198,Volkswagen,vento,2012, Manual,1600,2, Petrol,11,30000,3000000
2199,Volkswagen,passat,2011, Manual,1800,2, Petrol,8,20000,6100000
2200,Volkswagen,polo,2014, Manual,1200,2, Petrol,13,10000,2650000
2201,Volkswagen,polo,2012, Manual,1200,2, Petrol,10,20000,1995000
2202,Volkswagen,polo,2013, Manual,1600,2, Petrol,11,6300,2650000
2203,Volkswagen,polo,2012, Manual,1200,2, Petrol,11,20000,2000000
2204,Volkswagen,polo,2012, Manual,1600,2, Petrol,10,9000,2550000
2205,Volkswagen,polo,2012, Manual,1200,2, Petrol,10,8700,2150000
2206,Volkswagen,tiguan,2011, Automatic,2000,4, Diesel,11,32000,7000000
2207,Volkswagen,polo,2014, Manual,1200,2, Petrol,10,7500,2400000
2208,Volkswagen,tiguan,2011, Manual,2000,2, Petrol,8,26447,6175000
2209,Volkswagen,polo,2013, Manual,1600,2, Petrol,11,6300,2700000
2210,Volkswagen,beetle,2010, Manual,1595,2, Petrol,8,19000,3950000
2211,Volkswagen,passat,2010, Manual,1800,2, Petrol,8,11000,5800000
2213,Volkswagen,tiguan,2010, Manual,2000,2, Petrol,8,25000,4900000
2215,Volkswagen,vento,2012, Manual,1600,2, Diesel,11,14000,3555555
