,Brand,Model,Model_year,Transmission,Engine_size(cc),Drivetrain,Fuel_type,Lot_no,Kilometer,Price
956,Kia,picanto,2004, Manual,1100,2, Petrol,5,63000,650000
957,Kia,soul,2010, Manual,1600,2, Petrol,8,35000,3200000
958,Kia,picanto,2010, Manual,1100,2, Petrol,9,27500,1260000
959,Kia,sportage,2011, Manual,2000,4, Diesel,8,39000,4400000
960,Kia,rio,2004, Manual,1400,2, Petrol,5,75000,750000
961,Kia,sephia,2004, Manual,1400,2, Petrol,4,65000,875000
962,Kia,sportage,2011, Manual,2000,4, Petrol,9,23000,4099999
963,Kia,picanto,2004, Manual,1100,2, Petrol,5,62500,625000
964,Kia,sportage,2008, Manual,2000,4, Petrol,6,55000,2850000
965,Kia,carens,2003, Manual,2000,2, Diesel,8,55000,1050000
966,Kia,carens,2005, Manual,2000,2, Diesel,5,95014,1150000
967,Kia,sportage,2001, Manual,2000,4, Petrol,3,70000,1200000
968,Kia,picanto,2009, Manual,1100,2, Petrol,7,40000,1000000
969,Kia,picanto,2008, Manual,1100,2, Petrol,6,37000,1075000
970,Kia,soul,2014, Manual,1600,2, Diesel,14,360000,4200000
971,Kia,picanto,2011, Manual,1200,2, Petrol,10,25000,1500000
972,Kia,picanto,2014, Automatic,1250,2, Petrol,12,16000,2375000
973,Kia,picanto,2008, Manual,1100,2, Petrol,6,50000,1100000
974,Kia,rio,2007, Manual,1400,2, Petrol,6,70000,1100000
975,Kia,picanto,2011, Manual,1200,2, Petrol,10,29000,1500000
976,Kia,sportage,2008, Manual,2000,2, Diesel,6,45000,2850000
977,Kia,picanto,2010, Manual,1100,2, Petrol,9,27000,1300000
978,Kia,picanto,2010, Manual,1100,2, Petrol,8,57000,1225000
979,Kia,picanto,2011, Automatic,1250,2, Petrol,9,35000,1975000
980,Kia,sportage,2010, Manual,2000,4, Diesel,8,43000,4400000
981,Kia,sportage,2011, Manual,2000,4, Diesel,9,32000,5250000
982,Kia,sportage,2009, Manual,2000,2, Petrol,7,50000,2300000
983,Kia,picanto,2012, Automatic,1200,2, Petrol,10,24000,2150000
984,Kia,sportage,2010, Manual,2000,4, Diesel,8,31000,4600000
985,Kia,picanto,2006, Manual,1100,2, Petrol,5,50000,875000
986,Kia,picanto,2004, Manual,1100,2, Petrol,5,45000,725000
987,Kia,sephia,2003, Manual,1300,2, Petrol,3,56700,625000
988,Kia,picanto,2007, Manual,1100,2, Petrol,6,69000,975000
989,Kia,rio,2009, Manual,1400,2, Petrol,7,25000,1450000
990,Kia,sportage,2013, Manual,2000,4, Petrol,11,10000,5600000
991,Kia,picanto,2005, Manual,1100,2, Petrol,5,57000,750000
992,Kia,sportage,2011, Manual,2000,4, Diesel,9,40000,5500000
993,Kia,carens,2003, Manual,2000,2, Diesel,8,55000,1350000
994,Kia,picanto,2009, Manual,1100,2, Petrol,7,40000,1225000
995,Kia,sportage,2007, Manual,2000,2, Diesel,6,40000,2850000
996,Kia,rio,2009, Manual,1400,2, Petrol,7,54000,1275000
997,Kia,soul,2011, Manual,1600,4, Petrol,9,62000,300000
998,Kia,picanto,2004, Manual,1100,2, Petrol,5,35400,950000
999,Kia,rio,2004, Manual,1400,2, Petrol,5,75000,800000
1000,Kia,sportage,2007, Manual,2000,2, Diesel,6,48000,2850000
1001,Kia,picanto,2008, Manual,1100,2, Petrol,6,40000,1100000
1002,Kia,rio,2011, Manual,1400,2, Petrol,9,37000,1650000
1003,Kia,picanto,2004, Manual,1100,2, Petrol,4,50000,825000
1004,Kia,picanto,2011, Manual,1250,2, Petrol,9,32000,1750000
1005,Kia,sportage,2015, Manual,2000,4, Diesel,15,8500,7500000
1006,Kia,picanto,2009, Manual,1100,2, Petrol,12,40000,1175000
1007,Kia,picanto,2011, Manual,1250,2, Petrol,11,40000,2000000
1008,Kia,picanto,2011, Manual,1250,4, Petrol,9,62000,2300000
1009,Kia,cerato,2006, Manual,1600,2, Petrol,5,42000,1475000
1010,Kia,rio,2011, Manual,1400,2, Petrol,9,30000,1550000
1011,Kia,sportage,2007, Manual,2000,2, Petrol,6,48000,2900000
1012,Kia,sportage,2011, Manual,2000,4, Diesel,9,1995,4550000
1013,Kia,sephia,1999, Manual,1500,2, Petrol,3,55000,650000
1014,Kia,sportage,2010, Manual,2000,4, Diesel,8,44000,5100000
1015,Kia,picanto,2008, Manual,1100,2, Petrol,5,47251,850000
1016,Kia,picanto,2004, Manual,1100,2, Petrol,4,66000,880000
1017,Kia,sportage,2010, Manual,2000,4, Diesel,6,25000,5025000
1018,Kia,sportage,2010, Manual,2000,4, Petrol,8,20800,4200000
1019,Kia,sportage,2010, Manual,1600,4, Petrol,8,22000,4200000
1020,Kia,sportage,2010, Automatic,2000,4, Diesel,8,33500,5700000
1021,Kia,sportage,2008, Manual,2000,4, Diesel,6,52000,3000000
1022,Kia,sportage,2008, Manual,2000,4, Diesel,7,35000,3000000
1023,Kia,rio,2009, Manual,1400,2, Petrol,7,35000,1400000
1024,Kia,sportage,2011, Manual,2000,4, Diesel,8,20000,4600000
1025,Kia,sportage,2011, Manual,2000,4, Diesel,9,32287,4900000
1026,Kia,picanto,2008, Manual,1100,2, Petrol,6,48074,1150000
1027,Kia,picanto,2011, Manual,1100,2, Petrol,9,26000,1750000
1028,Kia,cerato,2010, Manual,1600,2, Petrol,10,35000,2499000
1029,Kia,sportage,2003, Manual,2000,4, Petrol,5,80000,1100000
1030,Kia,picanto,2007, Manual,1200,2, Petrol,6,57000,975000
1031,Kia,picanto,2005, Manual,1100,2, Petrol,5,85000,850000
1032,Kia,picanto,2011, Manual,1200,2, Petrol,9,12500,1475000
1033,Kia,rio,2007, Manual,1400,2, Petrol,6,48000,1350000
1034,Kia,soul,2014, Manual,1600,2, Diesel,11,15000,4900000
1035,Kia,sportage,2003, Manual,2000,2, Diesel,8,45000,1650000
1036,Kia,rio,2009, Manual,1400,2, Petrol,1,31000,1600000
1037,Kia,sportage,2003, Manual,2000,4, Diesel,3,88000,1410000
1038,Kia,picanto,2005, Manual,1100,2, Petrol,5,50000,875000
1039,Kia,soul,2010, Manual,1600,2, Petrol,10,28500,3000000
1040,Kia,rio,2012, Manual,1400,2, Petrol,10,30000,2000000
1041,Kia,rio,2001, Manual,1350,2, Petrol,3,52000,615000
1042,Kia,cerato,2006, Manual,1600,2, Petrol,5,30450,1600000
1043,Kia,picanto,2006, Manual,1200,2, Petrol,5,54000,1000000
1044,Kia,sportage,2012, Manual,2000,2, Diesel,10,15000,5750000
1045,Kia,sportage,2011, Manual,2000,4, Diesel,8,19750,5500000
1046,Kia,sportage,2001, Automatic,2000,4, Petrol,9,52000,1000000
1047,Kia,cerato,2007, Manual,1600,2, Petrol,6,42000,1450000
1048,Kia,sportage,2001, Automatic,2000,4, Petrol,13,52000,1200000
1049,Kia,sportage,2010, Manual,2000,4, Diesel,8,40000,5450000
1050,Kia,sportage,2000, Manual,2000,4, Petrol,3,70000,1250000
1051,Kia,soul,2011, Manual,1600,2, Petrol,9,48000,3100000
1052,Kia,cerato,2007, Manual,1600,2, Petrol,6,42000,1500000
1053,Kia,sportage,2008, Manual,2000,2, Diesel,8,30000,3200000
1054,Kia,picanto,2004, Manual,1100,2, Petrol,4,53000,890000
1055,Kia,picanto,2008, Manual,1250,2, Petrol,8,22000,1175000
1056,Kia,picanto,2008, Automatic,1250,2, Petrol,6,17500,1180000
1057,Kia,rio,2003, Manual,1300,2, Petrol,4,73000,790000
1058,Kia,sportage,2003, Manual,2000,4, Petrol,4,60000,1600000
1059,Kia,picanto,2006, Manual,1100,2, Petrol,5,70000,1200000
1060,Kia,picanto,2004, Manual,1100,2, Petrol,4,80000,7700000
1061,Kia,cerato,2010, Manual,1600,2, Petrol,10,28000,3100000
1062,Kia,sportage,2010, Manual,2000,2, Diesel,8,34000,4500000
1063,Kia,picanto,2010, Manual,1200,2, Petrol,8,45000,1400000
1064,Kia,sportage,2003, Manual,2000,4, Petrol,4,60000,1600000
1065,Kia,sportage,2003, Manual,2000,4, Petrol,4,60000,1600000
1066,Kia,sephia,2000, Manual,1500,2, Petrol,3,80000,750000
1067,Kia,sportage,2006, Manual,2000,4, Diesel,5,60300,2600000
1068,Kia,sportage,2001, Manual,2000,2, Petrol,4,72363,1100000
1069,Kia,sportage,2012, Manual,2000,2, Petrol,9,17000,5000000
1070,Kia,rio,2004, Manual,1300,2, Petrol,4,71118,975000
1071,Kia,picanto,2005, Manual,1100,2, Petrol,5,44436,950000
1072,Land Rover,freelander,2008, Manual,2200,4, Diesel,6,44500,8500000
1073,Land Rover,freelander,2007, Manual,2200,4, Diesel,6,110000,680000
1074,Land Rover,freelander,2010, Automatic,2200,4, Diesel,8,11000,9800000
1075,Land Rover,freelander,2009, Automatic,2200,4, Diesel,7,52000,9200000
1076,Land Rover,freelander,2005, Manual,2000,2, Diesel,5,120000,4500000
1077,Land Rover,freelander,2010, Automatic,2000,2, Diesel,8,20000,7000000
1078,Land Rover,freelander,2008, Manual,2200,4, Diesel,6,65000,7000000
1079,Land Rover,discovery,1996, Manual,2500,4, Diesel,4,170000,1700000
1080,Land Rover,discovery,1996, Manual,2500,4, Diesel,4,150000,1750000
1081,Land Rover,freelander,2009, Automatic,2200,4, Diesel,7,36000,1050000
1082,Land Rover,discovery,2009, Automatic,2400,2, Diesel,8,34000,9800000
1083,Land Rover,discovery,1996, Manual,2800,2, Diesel,4,203000,1125000
1084,Land Rover,freelander,2006, Manual,2000,4, Diesel,6,63812,4800000
1085,Land Rover,freelander,2009, Manual,2200,4, Diesel,7,47649,8000000
1086,Land Rover,discovery,2008, Automatic,2800,4, Diesel,7,53000,8500000
1087,Land Rover,freelander,2008, Manual,2400,2, Diesel,6,30000,7700000
1088,Land Rover,defender,2013, Manual,2400,4, Diesel,10,7800,1150000
1089,Mahindra,bolero,2014, Manual,2600,2, Diesel,11,70000,1250000
1090,Mahindra,Kuv,2016, Manual,1200,2, Diesel,15,31000,2100000
1091,Mahindra,scorpio,2015, Manual,2200,2, Diesel,15,28000,4400000
1092,Mahindra,scorpio,2017, Manual,2600,4, Diesel,12,40000,1500000
1093,Mahindra,scorpio,2018, Manual,2200,4, Diesel,19,7000,5400000
1094,Mahindra,scorpio,2010, Manual,2600,4, Diesel,10,62000,2450000
1095,Mahindra,scorpio,2015, Manual,2200,2, Diesel,13,61000,3350000
1096,Mahindra,scorpio,2015, Manual,2500,2, Diesel,13,67874,2650000
1097,Mahindra,scorpio,2015, Manual,2600,2, Diesel,13,200000,2800000
1098,Mahindra,scorpio,2015, Manual,2200,4, Diesel,13,45000,3800000
1099,Mahindra,bolero,2013, Manual,2600,2, Diesel,11,332000,1500000
1100,Mahindra,scorpio,2014, Manual,2200,2, Diesel,1,63000,2600000
1101,Mahindra,bolero,2004, Manual,2500,4, Diesel,4,95000,1050000
1102,Mahindra,bolero,2011, Manual,2600,2, Diesel,11,85000,1300000
1103,Mahindra,bolero,2009, Manual,2600,2, Diesel,10,2800,1000000
1104,Mahindra,Kuv,2016, Manual,1200,2, Diesel,15,16000,2200000
1105,Mahindra,scorpio,2017, Manual,2200,2, Diesel,18,27984,4300000
1106,Mahindra,scorpio,2011, Manual,2600,4, Diesel,9,87000,2650000
1107,Mahindra,bolero,2018, Manual,2600,4, Diesel,21,3500,2400000
1108,Mahindra,Kuv,2016, Manual,1200,2, Petrol,16,28000,2400000
1109,Mahindra,scorpio,2017, Manual,2200,4, Diesel,18,43000,5700000
1110,Mahindra,scorpio,2014, Manual,2200,2, Diesel,12,48000,3250000
1111,Mahindra,scorpio,2014, Manual,2600,2, Petrol,12,150000,32000000
1112,Mahindra,bolero,2012, Manual,2600,2, Diesel,13,52000,2250000
1113,Mahindra,bolero,2017, Manual,2500,2, Diesel,14,25000,2650000
1114,Mahindra,scorpio,2014, Manual,2600,2, Diesel,11,70000,2275000
1115,Mahindra,scorpio,2014, Manual,2200,2, Diesel,12,60000,3250000
1116,Mahindra,scorpio,2014, Manual,2600,2, Diesel,11,65500,2450000
1117,Mahindra,scorpio,2016, Manual,2200,4, Diesel,15,36000,2825000
1118,Mahindra,scorpio,2014, Manual,2200,4, Diesel,12,47000,2650000
1119,Mahindra,bolero,2012, Manual,2600,2, Diesel,12,52000,2250000
1120,Mahindra,scorpio,2010, Manual,2600,4, Diesel,8,80000,2900000
1121,Mahindra,scorpio,2010, Manual,2600,4, Diesel,8,80000,2900000
1122,Mahindra,Kuv,2016, Manual,1200,2, Petrol,15,1000,2600000
1123,Mahindra,scorpio,2016, Manual,2200,2, Diesel,14,7000,3850000
1124,Mahindra,bolero,2010, Manual,2600,2, Diesel,10,8000,1050000
1125,Mahindra,scorpio,2007, Manual,2600,2, Petrol,6,70000,2600000
1126,Mahindra,scorpio,2015, Manual,2000,2, Diesel,13,20000,3600000
1127,Mahindra,bolero,2015, Manual,2500,4, Diesel,13,16000,1750000
1128,Mahindra,scorpio,2010, Manual,2600,4, Diesel,8,80000,2900000
1129,Mahindra,scorpio,2005, Manual,2600,4, Diesel,5,179000,1450000
1130,Mahindra,scorpio,2009, Manual,2600,2, Petrol,7,48000,2975000
1131,Mahindra,scorpio,2013, Manual,2200,2, Petrol,10,35000,4450000
1132,Mahindra,scorpio,2012, Manual,2600,2, Diesel,12,24500,860000
1133,Mahindra,scorpio,2014, Manual,2600,2, Diesel,11,63000,3000000
1134,Mahindra,bolero,2015, Manual,2600,4, Diesel,13,32000,2650000
1135,Mahindra,scorpio,2007, Automatic,2600,4, Diesel,6,100000,2600000
1136,Mahindra,Kuv,2016, Manual,1200,2, Petrol,14,3200,2600000
1137,Mahindra,bolero,2014, Manual,2500,2, Diesel,5,80000,1600000
1138,Mahindra,scorpio,2013, Manual,2200,4, Diesel,11,25000,4700000
1139,Mahindra,bolero,2013, Manual,3000,4, Diesel,10,38000,1700000
1140,Mahindra,Kuv,2016, Manual,1200,2, Petrol,14,6000,2450000
1141,Mahindra,scorpio,2014, Manual,2600,2, Diesel,11,63000,3000000
1142,Mahindra,scorpio,2013, Manual,2200,4, Diesel,10,32000,4850000
1143,Mahindra,bolero,2014, Manual,2600,2, Diesel,14,22000,2700000
1144,Mahindra,Kuv,2016, Manual,1200,2, Petrol,14,3200,2600000
1145,Mahindra,bolero,2008, Manual,2600,2, Diesel,11,120000,900000
1146,Mahindra,scorpio,2010, Manual,2600,4, Petrol,8,32000,3149999
1147,Mahindra,scorpio,2014, Manual,2200,2, Diesel,11,23000,3200000
1148,Mahindra,scorpio,2013, Manual,2200,2, Petrol,1,36000,3100000
1149,Mahindra,scorpio,2012, Manual,2200,2, Diesel,10,32000,3000000
1150,Mahindra,scorpio,2010, Manual,2600,4, Diesel,7,32000,3100000
1151,Mahindra,bolero,2009, Manual,2600,4, Petrol,8,45000,1700000
1152,Mahindra,scorpio,2010, Manual,2600,2, Diesel,10,27000,2250000
1153,Mahindra,scorpio,2013, Manual,2200,2, Petrol,10,26000,4375000
1154,Mahindra,scorpio,2011, Manual,2600,2, Diesel,14,47000,2350000
1155,Mahindra,scorpio,2013, Manual,1400,2, Diesel,1,36000,3100000
1156,Mahindra,scorpio,2010, Manual,2600,4, Diesel,14,47000,3100000
1157,Mahindra,scorpio,2011, Manual,2600,2, Diesel,11,34000,2850000
1158,Mahindra,scorpio,2013, Manual,2500,2, Diesel,11,60000,2750000
1159,Mahindra,bolero,2010, Manual,2600,4, Diesel,13,61000,1325000
1160,Mahindra,scorpio,2010, Manual,2600,2, Diesel,13,38000,2250000
1161,Mahindra,scorpio,2010, Manual,2200,4, Diesel,8,52000,2450000
1162,Mahindra,scorpio,2010, Manual,2600,2, Diesel,10,65000,2450000
1163,Mahindra,bolero,2011, Manual,2500,2, Diesel,11,90000,1000000
1164,Mahindra,scorpio,2011, Manual,2500,4, Diesel,9,51000,3400000
1165,Mahindra,scorpio,2002, Manual,2600,4, Diesel,4,60264,1400000
1166,Mahindra,scorpio,2010, Manual,2600,2, Diesel,8,45000,2350000
1167,Mahindra,scorpio,2013, Manual,2600,2, Petrol,10,30000,2750000
1168,Mahindra,scorpio,2010, Manual,2600,2, Diesel,10,65000,2475000
1169,Mahindra,scorpio,2012, Manual,2600,2, Diesel,12,45000,2875000
1170,Mahindra,bolero,2007, Manual,2600,4, Diesel,5,75000,1050000
1171,Mahindra,scorpio,2014, Manual,2600,2, Diesel,11,7000,3300000
1172,Mahindra,scorpio,2008, Manual,2800,4, Diesel,8,82000,2650000
1173,Mahindra,bolero,2013, Manual,2600,2, Diesel,11,35000,2220000
1174,Mahindra,scorpio,2013, Manual,2200,2, Diesel,10,19000,4400000
1175,Mahindra,bolero,2006, Manual,2500,2, Diesel,5,80000,1400000
1176,Mahindra,bolero,2010, Manual,2600,4, Diesel,8,42000,1600000
1177,Mahindra,bolero,2011, Manual,2600,2, Diesel,12,42000,1275000
1178,Mahindra,scorpio,2012, Manual,2600,2, Diesel,11,23000,2900000
1179,Mahindra,scorpio,2007, Manual,2500,2, Diesel,6,47570,3000000
1180,Mahindra,bolero,2009, Manual,2600,4, Diesel,7,50000,1300000
1181,Mahindra,bolero,2013, Manual,2600,4, Diesel,13,6500,1750000
1182,Mahindra,scorpio,2014, Manual,2000,4, Diesel,12,10000,4500000
1183,Mahindra,bolero,2005, Manual,2000,4, Diesel,12,52000,1225000
1184,Mahindra,bolero,2005, Manual,2600,4, Diesel,5,52000,900000
1185,Mahindra,scorpio,2009, Manual,2500,4, Diesel,7,53000,2050000
1186,Mahindra,bolero,2009, Manual,2500,2, Diesel,7,36893,1925000
1187,Mahindra,scorpio,2012, Manual,2500,4, Diesel,10,21000,3950000
1188,Mahindra,scorpio,2014, Manual,2600,4, Diesel,11,48000,2800000
1189,Mahindra,scorpio,2011, Manual,2600,4, Diesel,9,38000,3600000
1190,Mahindra,scorpio,2008, Automatic,2450,4, Diesel,8,150000,1700000
1191,Mahindra,bolero,2005, Manual,2500,2, Diesel,5,87000,1250000
1192,Maruti Suzuki,swift,2018, Manual,1200,2, Petrol,19,18000,2850000
1193,Maruti Suzuki,alto-800,2006, Manual,800,2, Petrol,5,55000,575000
1194,Maruti Suzuki,celerio,2016, Manual,1000,2, Petrol,14,41000,1725000
1195,Maruti Suzuki,alto-LXI,2011, Manual,1000,2, Petrol,9,38000,1150000
1196,Maruti Suzuki,alto-800,2002, Manual,800,2, Petrol,4,76342,400000
1197,Maruti Suzuki,Omni,2010, Manual,800,2, Petrol,8,88000,600000
1199,Maruti Suzuki,800,2003, Manual,800,2, Petrol,5,70000,300000
1200,Maruti Suzuki,eeco,2016, Manual,1200,2, Petrol,16,35000,1500000
1201,Maruti Suzuki,alto-800,2005, Manual,800,2, Petrol,5,65000,550000
1202,Maruti Suzuki,alto-800,2015, Manual,800,2, Petrol,13,34000,675000
1203,Maruti Suzuki,800,2014, Manual,800,2, Petrol,12,37000,117500
1204,Maruti Suzuki,Omni,2009, Manual,800,2, Petrol,9,55000,710000
1205,Maruti Suzuki,alto-800,2005, Manual,800,2, Petrol,5,55000,350000
1206,Maruti Suzuki,800,1997, Manual,800,2, Petrol,2,75000,250000
1207,Maruti Suzuki,alto-800,2000, Manual,800,2, Petrol,3,150000,350000
1208,Maruti Suzuki,alto-800,2018, Manual,800,4, Petrol,18,1500,975000
1209,Maruti Suzuki,swift,2009, Manual,1300,2, Petrol,14,58000,1400000
1210,Maruti Suzuki,swift,2016, Manual,1200,2, Petrol,16,29500,2479000
1212,Maruti Suzuki,alto-800,2012, Manual,800,2, Petrol,10,45000,750000
1213,Maruti Suzuki,alto-800,2015, Manual,800,2, Petrol,13,120000,960000
1214,Maruti Suzuki,800,1996, Manual,800,4, Petrol,3,48536,225000
1216,Maruti Suzuki,swift,2016, Manual,1200,2, Petrol,14,35000,2475000
1217,Maruti Suzuki,swift,2014, Manual,1200,2, Petrol,12,34000,1900000
1220,Maruti Suzuki,alto-LXI,2015, Manual,1000,2, Petrol,14,45000,1050000
1221,Maruti Suzuki,Omni,2009, Manual,800,2, Petrol,7,52000,625000
1222,Maruti Suzuki,alto-800,2001, Manual,1061,2, Petrol,4,60000,400000
1223,Maruti Suzuki,swift,2014, Manual,1200,2, Petrol,12,34000,1900000
1224,Maruti Suzuki,celerio,2016, Manual,1000,2, Petrol,15,15000,1750000
1226,Maruti Suzuki,alto-800,2008, Manual,800,2, Petrol,1,56000,650000
1228,Maruti Suzuki,alto-LXI,2012, Manual,1000,2, Petrol,10,52000,1025000
1229,Maruti Suzuki,swift,2008, Manual,1300,2, Petrol,19,60000,1325000
1230,Maruti Suzuki,Omni,2009, Manual,800,2, Petrol,7,33000,625000
1231,Maruti Suzuki,alto-800,2014, Manual,800,2, Petrol,12,23000,975000
1232,Maruti Suzuki,swift,2005, Manual,1300,2, Petrol,5,56000,1000000
1233,Maruti Suzuki,Omni,2012, Manual,800,2, Petrol,10,38000,525000
1234,Maruti Suzuki,swift,2014, Manual,1200,2, Petrol,14,34000,2049000
1235,Maruti Suzuki,alto-800,2012, Manual,800,2, Petrol,2,35000,800000
1236,Maruti Suzuki,alto-LXI,2013, Manual,1000,2, Petrol,10,38600,1150000
1237,Maruti Suzuki,alto-800,2006, Manual,800,2, Petrol,2,56000,700000
1239,Maruti Suzuki,swift,2015, Manual,1200,2, Petrol,12,25000,2450000
1240,Maruti Suzuki,Omni,2018, Manual,800,2, Petrol,19,3000,1479000
1241,Maruti Suzuki,Omni,2018, Manual,800,2, Petrol,19,3500,1099000
1243,Maruti Suzuki,alto-LXI,2012, Manual,1000,2, Petrol,10,52000,1025000
1245,Maruti Suzuki,swift,2009, Manual,1300,2, Petrol,19,48000,1300000
1246,Maruti Suzuki,alto-800,2013, Manual,800,2, Petrol,10,45000,825000
1248,Maruti Suzuki,eeco,2018, Manual,1196,2, Petrol,19,300,2199000
1251,Maruti Suzuki,swift,2013, Manual,1200,2, Petrol,10,8000,2250000
1252,Maruti Suzuki,swift,2013, Manual,1200,2, Petrol,11,18000,2300000
1255,Maruti Suzuki,astar,2010, Manual,1000,2, Petrol,8,39000,1130000
1256,Maruti Suzuki,alto-800,2007, Manual,800,2, Petrol,5,60000,675000
1258,Maruti Suzuki,swift,2010, Manual,1197,2, Petrol,8,31000,1850000
1259,Maruti Suzuki,alto-800,2000, Manual,800,2, Petrol,3,77000,424000
1260,Maruti Suzuki,alto-800,2000, Manual,800,2, Petrol,2,77000,425000
1261,Maruti Suzuki,swift,2014, Manual,1200,2, Petrol,11,21000,2295000
1262,Maruti Suzuki,swift,2014, Manual,1200,2, Petrol,11,21000,2350000
1263,Maruti Suzuki,alto-LXI,2012, Manual,1000,2, Petrol,9,26000,1325000
1265,Maruti Suzuki,swift,2009, Manual,1300,2, Petrol,16,39000,1399000
1268,Maruti Suzuki,alto-800,2010, Manual,800,2, Petrol,8,40500,925000
1269,Maruti Suzuki,swift,2012, Manual,1200,2, Petrol,9,34000,1975000
1270,Maruti Suzuki,swift,2012, Manual,1197,2, Petrol,10,23000,2250000
1272,Maruti Suzuki,swift,2014, Manual,1200,2, Petrol,12,18000,2225000
1273,Maruti Suzuki,swift,2010, Manual,1198,2, Petrol,8,57500,1500000
1274,Maruti Suzuki,alto-LXI,2011, Manual,1000,2, Petrol,15,37000,1160000
1275,Maruti Suzuki,alto-800,2004, Manual,800,2, Petrol,12,8000,450000
1276,Maruti Suzuki,800,2000, Manual,800,2, Petrol,3,48000,325000
1278,Maruti Suzuki,swift,2003, Manual,1300,2, Petrol,6,46000,1225000
1281,Maruti Suzuki,alto-LXI,2013, Manual,1000,2, Petrol,11,20000,1300000
1284,Maruti Suzuki,swift,2010, Manual,1200,2, Petrol,8,35000,1875000
1286,Maruti Suzuki,swift,2010, Manual,1200,2, Petrol,9,38000,1775000
1288,Maruti Suzuki,alto-800,2010, Manual,800,2, Petrol,8,20000,800000
1289,Maruti Suzuki,alto-800,2009, Manual,800,2, Petrol,7,34000,800000
1290,Maruti Suzuki,alto-800,2007, Manual,800,2, Petrol,7,37000,750000
1291,Maruti Suzuki,alto-800,2000, Manual,800,2, Petrol,3,40000,460000
1292,Maruti Suzuki,swift,2014, Manual,1200,2, Petrol,11,18000,2450000
1293,Maruti Suzuki,alto-800,2010, Manual,800,2, Petrol,8,41000,875000
1294,Maruti Suzuki,alto-LXI,2012, Manual,1000,2, Petrol,10,20000,1325000
1295,Maruti Suzuki,alto-LXI,2009, Manual,1000,2, Petrol,7,13000,1000000
1296,Maruti Suzuki,alto-800,2001, Manual,800,2, Petrol,3,70000,550000
1297,Maruti Suzuki,alto-LXI,2013, Manual,1000,2, Petrol,11,10000,1050000
1298,Maruti Suzuki,swift,2014, Manual,1200,2, Petrol,12,26000,2475000
1299,Maruti Suzuki,swift,2014, Manual,1197,2, Petrol,12,11000,2475000
1300,Maruti Suzuki,swift,2005, Manual,1300,2, Petrol,5,50000,1050000
1301,Maruti Suzuki,alto-LXI,2013, Manual,1000,2, Petrol,11,20000,1275000
1303,Maruti Suzuki,alto-LXI,2011, Manual,1000,2, Petrol,9,40000,1200000
1305,Maruti Suzuki,alto-LXI,2010, Manual,1000,2, Petrol,8,25800,1025000
1306,Maruti Suzuki,alto-LXI,2012, Manual,1000,2, Petrol,10,18000,1250000
1307,Maruti Suzuki,alto-800,2013, Manual,800,2, Petrol,13,21000,1150000
1308,Maruti Suzuki,swift,2010, Manual,1200,2, Petrol,8,42000,1750000
1310,Maruti Suzuki,alto-LXI,2008, Manual,1000,2, Petrol,6,85000,1000000
1311,Maruti Suzuki,alto-LXI,2010, Manual,1000,2, Petrol,8,26000,1125000
1313,Maruti Suzuki,swift,2014, Manual,1200,2, Petrol,11,12000,2450000
1314,Maruti Suzuki,swift,2013, Manual,1200,2, Petrol,10,27000,2175000
1315,Maruti Suzuki,Omni,2011, Manual,800,2, Petrol,9,20800,625000
1316,Maruti Suzuki,alto-LXI,2014, Manual,1000,2, Petrol,12,22000,1575000
1317,Maruti Suzuki,swift,2013, Manual,1200,2, Petrol,11,17000,2300000
1319,Maruti Suzuki,alto-800,1999, Manual,800,2, Petrol,3,50000,390000
1320,Maruti Suzuki,alto-800,2010, Manual,800,2, Petrol,8,30000,975000
1321,Maruti Suzuki,swift,2012, Manual,1198,2, Petrol,9,20000,2250000
1323,Maruti Suzuki,swift,2012, Manual,1198,2, Petrol,9,35500,1875000
1324,Maruti Suzuki,alto-800,2007, Manual,800,2, Petrol,5,51000,775000
1325,Maruti Suzuki,alto-800,2000, Manual,800,2, Petrol,2,65000,465000
1326,Maruti Suzuki,alto-LXI,2014, Manual,1000,2, Petrol,12,22000,1575000
1327,Maruti Suzuki,swift,2013, Manual,1200,2, Petrol,10,17000,2275000
1328,Maruti Suzuki,swift,2009, Manual,1300,2, Petrol,7,32000,1550000
1329,Maruti Suzuki,alto,2002, Manual,1100,2, Petrol,4,52000,675000
1331,Maruti Suzuki,alto-800,2002, Manual,800,2, Petrol,7,68990,650000
1332,Maruti Suzuki,alto-800,2005, Manual,800,2, Petrol,5,68000,690000
1333,Maruti Suzuki,swift,2012, Manual,1200,2, Petrol,10,34000,2250000
1334,Maruti Suzuki,swift,2009, Manual,1300,2, Petrol,7,35000,1450000
1335,Maruti Suzuki,swift,2007, Manual,1298,2, Petrol,7,51500,1325000
1337,Maruti Suzuki,Omni,2011, Manual,800,2, Petrol,9,40000,600000
1338,Maruti Suzuki,alto-LXI,2011, Manual,1000,2, Petrol,9,35000,1225000
1339,Maruti Suzuki,alto-LXI,2014, Manual,1000,2, Petrol,11,15000,1375000
1340,Maruti Suzuki,alto-LXI,2010, Manual,1000,2, Petrol,8,40000,1100000
1342,Maruti Suzuki,alto-800,2002, Manual,800,2, Petrol,4,60000,575000
1343,Maruti Suzuki,alto-800,2001, Manual,800,2, Petrol,5,50000,600000
